,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서울시 구별 일별 시간대별 교통사고 건수(2017년~2018년),,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
발생일,발생지_구,종로구,중구,용산구,성동구,동대문구,성북구,도봉구,은평구,서대문구,마포구,강서구,구로구,영등포구,동작구,관악구,강남구,강동구,송파구,서초구,양천구,중랑구,노원구,광진구,강북구,금천구,합계:,
,발생시간_분류,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,
20170122,10시-12시,,,,,,1,,1,,,,,,,,,,,,,,,,1,,3,
20170122,12시-14시,,,,,,,1,,1,,,1,,,,,,,1,,,,,,,4,
20170122,14시-16시,,1,,,,,,1,,1,,,,,,2,,1,,,,,,,,6,
20170122,16시-18시,1,,,,,1,,,1,1,,,1,1,,1,,1,,,,,,,1,9,
20170122,18시-20시,,,1,,,,,1,,,,3,2,1,,1,,,,,,,,,1,10,
20170122,20시-22시,,1,,,,1,,,1,,,1,1,1,1,,1,1,1,,,,1,,,11,
20170122,22시-24시,,,1,,1,,,,,1,1,1,,,,1,,,,,,1,,,,7,
20170123,00시-02시,1,,1,,,,,,1,,,1,,,1,,,,,,1,,,1,,7,
20170123,02시-04시,,,,1,,,1,,,,,,,,,,,,,,,,,,,2,
20170123,04시-06시,,,,,,,,,,,,,1,,,,,1,,,,,,,,2,
20170123,06시-08시,,2,1,2,2,,,,,,,1,,,,2,,1,,,,,,,,11,
20170123,08시-10시,,,,,,1,,,,1,,,,,,,2,4,,1,,,,1,,10,
20170123,10시-12시,1,,1,,1,,2,,,,,,1,,1,,,,,,1,,,,,8,
20170123,12시-14시,,1,1,2,,3,1,1,,,2,3,1,1,1,1,,,2,1,,,,,,21,
20170123,14시-16시,3,2,,,2,1,,,1,2,2,,1,1,,,,,2,2,,,,,,19,
20170123,16시-18시,1,,,1,1,,,1,,,,,1,,,4,,2,,4,,,,,,15,
20170123,18시-20시,,1,2,,3,,,,,1,,,1,,1,1,1,,2,,1,,,1,,15,
20170123,20시-22시,1,1,1,,3,1,,,,,,,,1,1,4,1,1,2,,2,,1,,1,21,
20170123,22시-24시,1,,1,,,,,,,,1,,,,,1,,,4,,1,2,1,,1,13,
20170124,00시-02시,,,,,,,,,,,,,,1,,1,,1,2,,1,,,1,1,8,
20170124,02시-04시,,,,,,,,,2,,,,,1,,2,,,,,,,,,1,6,
20170124,04시-06시,,1,,1,,,,,,,1,,1,,,,,1,,,,,,,,5,
20170124,06시-08시,,,1,1,,,,,,,,,,,1,1,1,,1,,1,1,,,,8,
20170124,08시-10시,,,1,1,,,1,,2,1,1,1,,,,,2,1,,,,,,1,,12,
20170124,10시-12시,,,1,2,1,1,,1,,2,,,2,,1,2,1,1,2,2,,,2,1,1,23,
20170124,12시-14시,,,,,2,1,,,,1,3,,3,,,4,,1,,,,,,1,1,17,
20170124,14시-16시,1,,1,,,,1,1,,,,1,2,,,,,,,1,1,,,,,9,
20170124,16시-18시,,1,1,3,,,,,2,1,1,,1,,,1,,,1,,1,,,1,,14,
20170124,18시-20시,,2,1,4,2,1,,,2,3,1,,1,1,,3,1,,2,2,1,,2,1,,30,
20170124,20시-22시,1,3,1,,,3,1,1,1,1,,,2,1,,2,1,,1,1,2,1,2,1,,26,
20170124,22시-24시,,1,1,,1,2,,,,,2,,1,,1,1,1,,1,1,2,,,1,,16,
20170125,00시-02시,1,1,,2,,,,,1,,2,,,,,,1,2,,,1,,,,,11,
20170125,02시-04시,1,,,,1,,,,,,,,,,,,,,,,,,2,,,4,
20170125,04시-06시,,1,,,,,,,,,,,,,1,2,1,,,,,,,,,5,
20170125,06시-08시,,1,,2,,,,,1,,,,,,,1,1,,1,,,,,1,1,9,
20170125,08시-10시,2,,1,,1,1,,,1,,,,,,2,1,,,,1,1,1,,2,1,15,
20170125,10시-12시,,1,,,2,,,,,2,1,2,,,,1,,,,,1,,,,,10,
20170125,12시-14시,,1,1,,,1,,,1,1,,,1,,,4,3,,,1,,,1,,,15,
20170125,14시-16시,1,1,,1,,2,1,,,1,1,1,1,1,,1,1,2,,,,,1,,,16,
20170125,16시-18시,1,,1,1,1,2,1,1,,2,,,,2,,,3,,2,2,1,,,,,20,
20170125,18시-20시,,,1,,1,2,,1,1,2,3,,2,,,2,,3,4,2,1,3,,1,,29,
20170125,20시-22시,1,,1,,1,1,,1,,2,1,,1,,1,7,,,2,,1,3,,1,,24,
20170125,22시-24시,,,,1,,,,1,,1,1,1,,1,,4,1,1,,,,3,,1,1,17,
20170126,00시-02시,,,,,1,2,,,,1,1,1,,,,2,,1,1,2,1,,2,,1,16,
20170126,02시-04시,,1,,,2,,,,,,,1,1,,,2,,3,,1,,,,,,11,
20170126,04시-06시,,,,,,,,,,,,1,,,,,,1,,,,,,,,2,
20170126,06시-08시,,,1,,,,,,,1,,1,,,,1,1,,,,2,,,,1,8,
20170126,08시-10시,,,,,2,2,,,1,1,,1,,1,1,3,,1,1,,,1,,,,15,
20170126,10시-12시,,,,1,2,1,,,,1,,,,,,2,1,3,,1,,,,,,12,
20170126,12시-14시,,,1,,,1,,1,1,,1,1,,,,1,,,2,,,,,,1,10,
20170126,14시-16시,,,1,1,1,1,,,,1,1,,1,,,1,,,1,1,1,,,1,,12,
20170126,16시-18시,1,1,2,,1,1,,,1,1,1,1,1,,,1,1,1,1,,,1,,1,1,18,
20170126,18시-20시,,,1,,2,2,,,,1,1,1,,1,,1,1,,3,,2,,,,1,17,
20170126,20시-22시,,,,,,1,,,1,1,1,,1,1,,1,1,1,,,,1,2,,,12,
20170126,22시-24시,,1,,,2,,1,1,,1,,,2,,1,,,2,,,,1,,1,1,14,
20170127,00시-02시,,1,1,1,1,,,,1,,,,,,2,2,1,,,,1,1,1,,,13,
20170127,04시-06시,,,,1,,,,,,,,,1,1,,,,,1,1,,,,,,5,
20170127,06시-08시,,,,1,,,,,,,,,,,,,,,,,,,,,1,2,
20170127,08시-10시,,,,,,,,,,,,,,,,2,,,,,,,,,,2,
20170127,10시-12시,,,,,,,,,,1,,1,3,,1,1,,1,,,1,,1,,,10,
20170127,12시-14시,,1,,,,,,1,,,,1,,,1,1,2,,1,1,2,,,1,,12,
20170127,14시-16시,,,,,,,,,,2,,,,,,,,,,,1,,,,,3,
20170127,16시-18시,,,1,,,,,,,1,2,,,,1,,,1,,1,,,,,,7,
20170127,18시-20시,,,,,,2,,,,,,1,,,,,,1,,,,,,,,4,
20170127,20시-22시,1,,,,,,,1,,,1,1,,,,,,,,,,2,,,,6,
20170127,22시-24시,,,1,,1,,,,,1,,,,,1,,1,,,,,,,,,5,
20170128,00시-02시,1,,,,1,,,,,,1,,,,1,3,,,,,2,,1,,,10,
20170128,02시-04시,,,,,,,,,,,,,,,,1,,,,,,,,,,1,
20170128,04시-06시,,,,,,,,,,,,,,1,,,,1,,,,,,,,2,
20170128,06시-08시,,,,,,,,,,1,,,,,,,,,1,,,,,,,2,
20170128,08시-10시,,,,,1,1,,,,,1,,,,,,1,1,,,2,,,,,7,
20170128,12시-14시,,,,,1,,,,,,,,,1,,,,,,,2,,1,,,5,
20170128,14시-16시,,,,,1,,,,,,1,,,1,,1,,,,,,1,,,,5,
20170128,16시-18시,1,,,,,,,,,,,,,,,1,,,,1,1,,,,,4,
20170128,18시-20시,,,,,,,,,,2,,,,1,,,,,1,,,,,,,4,
20170128,20시-22시,,,,,1,,,,,,,,,,,,,,,,,3,,,,4,
20170128,22시-24시,1,,,,2,,,1,,,,,,1,,,,,,1,,,1,,,7,
20170129,00시-02시,,,,1,,1,,1,,,,,,,,,1,,1,,,,,1,,6,
20170129,02시-04시,,,,,1,1,,,,,,,1,,,,,,,,,,,,,3,
20170129,04시-06시,,,,,2,,,,,,,,1,1,,1,,,,,,,,,,5,
20170129,06시-08시,1,,,,,,,,,2,,,,,,,,,1,,,,,,,4,
20170129,08시-10시,,,1,,,,,,,,,,,,,,,,,,,,,,,1,
20170129,10시-12시,1,,,,,,,,,1,,,,,,,,,,1,1,1,,,,5,
20170129,12시-14시,,,,,,,,,,,,,,1,1,,,1,,,1,,,1,,5,
20170129,14시-16시,,,,,,,1,,,,,,,1,1,1,,,,,,1,,,,5,
20170129,16시-18시,,,,,,,,,,,,,,,1,,,,,,,,,1,,2,
20170129,18시-20시,,,,,1,,,,,,,,1,,,,,,,,,,,1,2,5,
20170129,20시-22시,,,,,,1,,,,,,,1,,,,,,,,,,,1,,3,
20170129,22시-24시,,,,,,,,1,,1,,1,,,2,1,1,,,,,1,,,1,9,
20170130,00시-02시,,,1,1,,,,,,,1,,,,,1,,,,,,,,1,,5,
20170130,02시-04시,,,,,,,,,,1,,,,,,,1,,,,,,,,1,3,
20170130,04시-06시,,,,,1,,,,,,,,,,,,,1,,,,,,,,2,
20170130,06시-08시,,,,,1,,,,,,,,,1,,1,,,,,,,,,,3,
20170130,08시-10시,,,,,,1,,,,1,,,,1,,,,,,,,,,,,3,
20170130,10시-12시,,,,,,,,,,,,1,,,,,1,,,1,,1,,,,4,
20170130,12시-14시,1,,1,,,1,,,,,,,1,,,,,,,1,,,,,,5,
20170130,14시-16시,1,,,,,1,,,1,,1,,,,,1,,2,,1,,,1,,,9,
20170130,16시-18시,,,,,,,,,,2,1,,,,1,,,,,1,,1,,1,,7,
20170130,18시-20시,,,,,,,,,,1,,,,,1,,1,,1,,1,,1,,,6,
20170130,20시-22시,,,,,2,1,1,,,1,,,1,1,,1,,,,,,,1,1,,10,
20170130,22시-24시,,,,,,,,,1,,,1,1,1,,1,,2,1,,2,,,,,10,
20170131,00시-02시,,,,,,1,,,,,,,,,,,1,,1,,,,,2,,5,
20170131,02시-04시,,,,,,,,,,,,,1,,,2,,,,,,,,,,3,
20170131,04시-06시,,,,,,,,1,,,1,,1,,1,,,,1,,,,,,,5,
20170131,06시-08시,,,,,,,,,,,,,,,,,,,,1,1,1,,,,3,
20170131,08시-10시,,,,,,1,,,,,,,1,,,1,1,1,1,,,,,,,6,
20170131,10시-12시,,,,,1,,,,1,,,1,1,,,,,,,,,,,,,4,
20170131,12시-14시,,1,,,,,,,,,1,,,,1,,,4,,,,,,,,7,
20170131,14시-16시,,,2,1,,1,,,1,,2,,1,,,,,,,,,,,2,,10,
20170131,16시-18시,,2,1,,,,1,1,,,2,,,,,1,2,,1,,1,1,,,,13,
20170131,18시-20시,,,,,,2,,,,,,1,1,,2,,,,1,,1,1,,,,9,
20170131,20시-22시,1,,,,,,,1,2,,1,1,,,,2,,1,,1,,1,,2,1,14,
20170131,22시-24시,,,,,,1,1,,,,,1,1,,,2,,,,,,1,,,,7,
20170201,00시-02시,,,,,1,,,,,,,1,,1,,,,,,,,1,,,,4,
20170201,02시-04시,,,,,,,1,,,,,,,,,1,1,,1,,,1,,,,5,
20170201,04시-06시,,,,,,,,,,,,,1,,,1,,,,,,,,1,,3,
20170201,06시-08시,,1,,,1,,,,,,1,1,1,1,,2,,,,,,,,,,8,
20170201,08시-10시,,1,,,,,,2,,2,,,1,,,,,,2,,1,,,,,9,
20170201,10시-12시,1,,,,1,1,,,,,,,,1,,,,,,,,,,,,4,
20170201,12시-14시,,,,1,,,,,,,1,,,1,,,,,,,,,,,,3,
20170201,14시-16시,,2,,1,,,,1,,1,1,,,,,,,,1,,1,2,1,,,11,
20170201,16시-18시,,,,,,,,,,,,,2,,,,1,,,,,,,,,3,
20170201,18시-20시,1,,,,,,1,,,,,,,,,,3,,,,,1,,,,6,
20170201,20시-22시,,,,,,1,1,,,1,,,1,,1,,,,,,,,,1,,6,
20170201,22시-24시,,,,1,1,,,,,,1,,1,1,,1,,1,2,,,,,,,9,
20170202,00시-02시,,,1,,,2,,,,,,,,,,,,,,,,1,1,,,5,
20170202,02시-04시,,,,,,,,,1,,,,,,,1,1,,,,,,,,,3,
20170202,08시-10시,,2,,,2,1,,,2,,1,,1,1,1,1,,,,,1,1,,,,14,
20170202,10시-12시,,,,,,,,,,,,,,1,,,1,,1,,1,,,,,4,
20170202,12시-14시,,1,1,,,,,,,,,,,1,,2,,,,1,,,,,,6,
20170202,14시-16시,,,,,,1,1,,,1,,,,,,1,1,,,1,1,,,,,7,
20170202,16시-18시,,2,1,,,1,1,,,,,,,1,,,1,,,,1,,,,,8,
20170202,18시-20시,,,,1,,1,1,,,1,,,1,,,1,1,,2,2,,1,,,1,13,
20170202,20시-22시,,,1,,1,,1,,1,2,,,1,1,,3,,,,,,,,1,,12,
20170202,22시-24시,,1,,,1,,,,,1,2,,,1,,3,,,2,,,,,1,,12,
20170203,00시-02시,,,,,2,2,,,1,1,,1,,,,,,1,2,2,,,1,1,,14,
20170203,02시-04시,,,,,,1,,1,,,,1,,,,,,,,,,,,,,3,
20170203,04시-06시,1,,,,1,,,1,,1,,1,,,,1,,,,,,,1,,,7,
20170203,06시-08시,,2,,,,,1,1,,,,1,1,,,,2,1,,,,,,,,9,
20170203,08시-10시,,1,,1,,2,,,,,1,,,,,1,1,2,,1,,,,,,10,
20170203,10시-12시,,,,,,,,1,,1,1,,1,1,,,1,,,,1,,,,,7,
20170203,12시-14시,,,,,,,,,,,,,1,,,1,,,1,,,,,,,3,
20170203,14시-16시,,,,,1,,,,,,,,2,,,,,2,,1,,,,,,6,
20170203,16시-18시,,,1,,,,,1,,,,,,1,1,1,1,,1,,,,,1,,8,
20170203,18시-20시,,,,1,1,1,,,1,,,,,1,1,,1,,1,,,,,2,1,11,
20170203,20시-22시,,,,,,,1,,,,2,,,,1,1,,,1,1,,,,,1,8,
20170203,22시-24시,1,1,,,,1,,,1,,,1,,2,2,,,1,4,,,1,,1,,16,
20170204,00시-02시,,,,,,,,,,3,,,,,2,1,,2,,,,1,,1,,10,
20170204,02시-04시,,,,,1,,,1,,2,1,,1,1,,1,,2,,,,1,,1,,12,
20170204,04시-06시,,,2,,1,,,,,,1,,,,,,1,1,,1,,,,1,,8,
20170204,06시-08시,,,,,,,,,,,,1,,,,2,1,1,,,1,,,,,6,
20170204,08시-10시,,,,,,,,,,,,,1,1,,2,,,,,,,1,,1,6,
20170204,10시-12시,1,1,,,1,1,1,,,,,1,1,,,1,3,,,,,1,,,,12,
20170204,12시-14시,,,,,,,,1,1,,,,,,,1,,,1,,,,,,,4,
20170204,14시-16시,,,,,,,,2,,,,,,,,1,,,,,,,1,,,4,
20170204,16시-18시,,,,,,,,,,1,,,,,1,,,,,,,,,1,1,4,
20170204,18시-20시,,,,,1,1,,,,1,,,,,1,1,,,,1,,1,,,,7,
20170204,20시-22시,1,1,,,,,,,,,,,,,1,,,2,,,1,,,,2,8,
20170204,22시-24시,1,,1,,,1,1,,,,,,1,,1,1,1,,,,,1,,1,,10,
20170205,00시-02시,,,,,,1,,,,,,,1,,,,,1,,2,1,1,,,,7,
20170205,02시-04시,,,,,,,,1,,1,1,,,,,,,,1,,1,,,,1,6,
20170205,04시-06시,,,,,,,,,1,,,,1,1,,,1,1,,1,,,,,1,7,
20170205,06시-08시,,,,,1,,,,,,,,,1,,,,,,,,,,,,2,
20170205,08시-10시,,,,,,,,,,1,,,,,,,,1,,,,,,,,2,
20170205,10시-12시,1,,1,,,,,,1,,,,1,2,,,,,1,1,,1,,,,9,
20170205,12시-14시,,,,,,1,,,,,,,,1,,2,,1,1,1,,,,,,7,
20170205,14시-16시,,1,,,,,,,1,,,,,,,,,,1,1,,1,,,,5,
20170205,16시-18시,,,,,,,,,,2,,,1,,,1,,,1,,,,,,,5,
20170205,18시-20시,,,,,2,,,,,1,,,1,,,,1,2,2,,1,,,,,10,
20170205,20시-22시,1,1,,,1,,,,,,1,3,,,,,1,,,,1,,,,,9,
20170205,22시-24시,,1,,,,,,,,,,,1,,,3,,,,,1,,,,1,7,
20170206,00시-02시,,1,,,1,,,,,,1,,,,,,,,,,,,,,,3,
20170206,02시-04시,,,,,,,,,,1,,,,,1,,,,,,,,,,,2,
20170206,04시-06시,,,,,,,,,,,1,,,,,,,1,,,,,,,,2,
20170206,06시-08시,,1,,1,,,,,,,,,2,1,2,,,1,,,,,1,,,9,
20170206,08시-10시,2,,,,,1,,,,,,,,,1,,,,,,,,,,,4,
20170206,10시-12시,,,1,1,,,,,1,,1,,,,,1,,,,,1,,,,,6,
20170206,12시-14시,,1,,,3,,,,2,,,1,2,,1,,,1,,,,1,1,,,13,
20170206,14시-16시,,,1,,,1,,,,,,,1,,2,1,2,,,2,1,,,1,1,13,
20170206,16시-18시,,1,,1,1,,,1,1,,,,,1,,,1,1,1,,,,,,,9,
20170206,18시-20시,1,,1,1,2,,,,,,,1,,2,1,2,,1,,2,,,,,1,15,
20170206,20시-22시,,,,,,,,,1,,1,,1,,,,,,2,,1,,,,,6,
20170206,22시-24시,,,,,2,,1,,,1,,,,1,,1,1,,,1,,,,,1,9,
20170207,00시-02시,,,1,,,,,,,,,,3,,,1,,,,,,,,,,5,
20170207,02시-04시,,,,,,,,,,,,,,,1,,,,1,,1,,,,,3,
20170207,04시-06시,,,,,,,,,,,,,,,,,,,1,,,,,,,1,
20170207,06시-08시,,,,,,,,,,,,,1,,1,,,1,,,1,,,,,4,
20170207,08시-10시,2,,1,,,,,,2,2,,,1,,,,2,,,2,1,,,,,13,
20170207,10시-12시,,,,1,,,,,,2,1,2,,,,,,2,,,,,1,,,9,
20170207,12시-14시,,1,1,2,,,,,,1,1,,,,,,,,1,,,1,,1,,9,
20170207,14시-16시,,,,,,,,,,1,,,,,,1,1,2,,,2,1,,,,8,
20170207,16시-18시,,,,,,,,1,,,,,1,,,1,,,1,,,2,,,,6,
20170207,18시-20시,,,,1,,1,1,,,1,1,,2,1,,,,,,,,1,1,1,,11,
20170207,20시-22시,,,,,,,,,,1,,,1,,1,1,,,,1,2,,,,,7,
20170207,22시-24시,,,,,,,,,1,,,1,,,,,,1,,,,,,1,,4,
20170208,00시-02시,,,,,,,,,,,,,1,1,2,,,1,1,,,,,,,6,
20170208,02시-04시,,,,,,,,,,,,,,,,,,1,,,1,,,1,,3,
20170208,04시-06시,,,,1,,,1,,1,,,,,,,1,,,1,,,,,,,5,
20170208,06시-08시,,1,1,1,,,1,1,,,2,,,,,,1,,,,,1,,,,9,
20170208,08시-10시,,,,2,,,,,,1,,1,,,,1,1,,1,1,1,1,,1,,11,
20170208,10시-12시,,,,,2,,,2,,1,,,,,,1,,1,,,,2,,1,,10,
20170208,12시-14시,,2,1,,,2,,,,1,,1,,,,3,,2,,,,2,,1,,15,
20170208,14시-16시,,1,,,,,,,,,1,1,,,,3,,,,,,,,,,6,
20170208,16시-18시,1,2,,,,,,,,,,,,,,,,,1,,1,,1,,,6,
20170208,18시-20시,,1,,,,2,1,,,2,,,,1,1,1,,1,,2,,1,,1,1,15,
20170208,20시-22시,,,,1,,,1,,,,,,1,,1,2,2,,,,,1,,,,9,
20170208,22시-24시,1,,,,,,,1,1,,1,,2,2,,,,1,,,,,,1,1,11,
20170209,00시-02시,,,,,,,,,,,,,,,,,,,,,,1,,,,1,
20170209,02시-04시,,,1,,,,,,,1,,,,,,,,,,,,1,,,,3,
20170209,04시-06시,,1,,1,,1,,,,,,,,,,1,,,,,,,,,,4,
20170209,06시-08시,1,,,,1,,,,,,1,,1,,1,1,,,,,,,,,,6,
20170209,08시-10시,,1,1,,1,,,1,1,2,1,,,,,2,,2,1,2,1,,,,,16,
20170209,10시-12시,,,,1,,,,,,,,1,,,,2,,,,,,,,,,4,
20170209,12시-14시,,,,,1,,,,1,,,,,2,,,,,,,,,,,,4,
20170209,14시-16시,,1,,,1,2,,1,,2,1,1,2,,,2,1,,,,1,,,1,,16,
20170209,16시-18시,,,,,,,,,,1,,,1,1,,1,,2,,,,2,,,1,9,
20170209,18시-20시,1,,,,,,1,,3,1,,2,2,,,3,2,,,,,,,,,15,
20170209,20시-22시,,,1,,1,1,1,,1,2,,,,,1,,,1,,,1,,,,,10,
20170209,22시-24시,2,,1,,,,,,,,1,,1,,,3,1,2,,1,2,,,,,14,
20170210,00시-02시,,,,,,1,1,,,,,,1,,,1,,,,,,,,,,4,
20170210,02시-04시,,,,,,,,,1,1,,,,1,,,,,1,,,1,,,,5,
20170210,04시-06시,,,,1,,,,1,,1,,,1,,,,,,,,,1,,,,5,
20170210,06시-08시,,,,,,1,,,,,2,1,,1,,,,,,,,1,,,,6,
20170210,08시-10시,,1,1,1,1,,,,,1,,1,1,,,3,,1,,,,,1,1,,13,
20170210,10시-12시,,1,,,,,1,,,,1,,1,,,,1,,,,,2,,,,7,
20170210,12시-14시,,1,,,,1,,,,,1,,,,,,,2,,,,,,,,5,
20170210,14시-16시,,,1,,1,,,1,,,,2,,,1,,,1,,,,,,1,,8,
20170210,16시-18시,,,,,,,,,,,1,,3,1,1,3,1,,1,,,,,1,,12,
20170210,18시-20시,,1,1,1,1,2,,,,3,2,,1,,,,,2,1,,1,,,,1,17,
20170210,20시-22시,,1,,,1,,1,1,,1,1,,3,,,1,,1,,,,1,,1,2,15,
20170210,22시-24시,1,,2,,1,,,1,1,2,,1,,,1,2,,1,2,2,,,,,,17,
20170211,00시-02시,,1,,1,,,,,,1,,3,,,1,1,,1,1,,1,,1,,,12,
20170211,02시-04시,1,,1,1,,,,,,3,,,,1,,,,,1,,,,,,1,9,
20170211,04시-06시,1,,,1,,,,,,,,1,,,,3,,,,,,,,,,6,
20170211,06시-08시,,,1,1,,,1,,,,1,2,,,1,,,,,,1,,,,2,10,
20170211,08시-10시,,,1,,,1,,,,,2,,,1,,,,,,1,,,1,,,7,
20170211,10시-12시,,,,,,,1,,2,1,,,1,,,3,,,,,,,2,,1,11,
20170211,12시-14시,,1,,,,,,,2,1,,,1,,,2,,1,1,,1,,2,,,12,
20170211,14시-16시,,,,,,1,2,1,,1,2,,,,,1,,,,,1,1,1,,,11,
20170211,16시-18시,,1,,,,,,,,,,,,,,,,,1,,1,,,1,1,5,
20170211,18시-20시,,1,,,2,1,,,,1,1,,,,,,,,1,1,2,,,,,10,
20170211,20시-22시,,1,,1,,1,,,,2,,,1,,,,,,,,,,,1,1,8,
20170211,22시-24시,,,1,,1,,,1,,1,,,,1,,,1,,1,,,,,,,7,
20170212,00시-02시,,1,,,,1,,,,,1,,1,,,,,4,,1,1,,,,,10,
20170212,02시-04시,1,,1,,,,,,,,,,,,,,1,,,,1,,1,,,5,
20170212,04시-06시,,,,,,,,,2,1,,,,,,,1,,,1,1,,,,,6,
20170212,06시-08시,,,,,,,,,,,1,1,,,,1,,,1,,,,,,,4,
20170212,08시-10시,,,,,1,1,,1,1,,,,,,,,1,,,,,,,,1,6,
20170212,10시-12시,,,,,,1,,1,1,,,,,2,,,,,2,,1,,,1,,9,
20170212,12시-14시,,,,,1,,,,,,,,,,1,,,,,,,,,1,,3,
20170212,14시-16시,,,,,,2,,,1,1,,,,,,,2,,,2,,,1,,,9,
20170212,16시-18시,,,,,,,1,,1,,1,,1,,1,,,,,,1,2,,,,8,
20170212,18시-20시,,,1,,,,,1,1,,,,,,,,1,1,,,1,,,,1,7,
20170212,20시-22시,,,,1,1,1,1,1,1,,,,,1,1,1,,2,,1,1,,1,,1,15,
20170212,22시-24시,,1,,,,,,,,,,,1,,,,1,1,1,,,1,1,1,,8,
20170213,00시-02시,,,,,,,,,1,1,,,,,,,,1,1,,1,1,,,,6,
20170213,02시-04시,,,,1,,,,,,,,,,,,,,,,,,,,,,1,
20170213,04시-06시,,1,,,1,,,,,,,,,,,1,,,,,,,,,1,4,
20170213,06시-08시,,,1,,,,,,,,1,,1,1,,1,1,,,,,,,,,6,
20170213,08시-10시,,,,1,1,,1,,,,1,,,,1,1,,2,1,,1,1,1,,,12,
20170213,10시-12시,1,,,,3,,,,,1,,,,,,1,,1,1,,,2,,,,10,
20170213,12시-14시,,2,,1,,1,1,,1,,,,,,1,1,2,,2,,,,,,,12,
20170213,14시-16시,,1,,,1,,,,,,1,,,,,1,2,2,2,1,2,1,1,,,15,
20170213,16시-18시,,1,,,,,,,,,,,,,,2,,,1,,,,,,,4,
20170213,18시-20시,1,2,1,1,,,,,,,,,,1,1,1,1,2,1,,2,1,,,,15,
20170213,20시-22시,1,,,,1,,1,,1,1,1,1,1,,,3,1,,1,,,,2,,,15,
20170213,22시-24시,3,,1,,1,,,,,1,3,,1,1,1,1,,1,2,1,,,1,,1,19,
20170214,00시-02시,,,,,,1,,1,,1,,,,,,,1,,,,,,,,,4,
20170214,02시-04시,,,,,,,,,,,,,,2,1,,1,,,,,,,1,,5,
20170214,04시-06시,1,,,,,,,,,,,1,,,,1,,,1,,,,,,,4,
20170214,06시-08시,,,,,,1,,,,1,1,,,,,,,1,1,,,1,,,,6,
20170214,08시-10시,,,1,,,,,1,,2,1,1,,,,,1,,,,,,,1,1,9,
20170214,10시-12시,,,,,2,,,1,1,,2,,,,,1,,1,,,,,,,,8,
20170214,12시-14시,,,,,,1,,,,,,,,,,,1,,,,1,1,,,,4,
20170214,14시-16시,,1,,,,1,,1,,1,,,,,,2,1,,1,,,,,1,,9,
20170214,16시-18시,,,,,,,,,,,1,,1,,,,,,,,,2,2,,1,7,
20170214,18시-20시,,1,1,,,2,,,,,1,,2,,1,,,2,,,2,,,,,12,
20170214,20시-22시,,1,,,,,,,,,1,,,,,1,,,,1,,,,,,4,
20170214,22시-24시,1,1,1,1,,,,1,,,,,1,,,,1,,1,,,,,,1,9,
20170215,00시-02시,1,,1,,,1,,,,4,,,,,,1,,1,,,,2,,,,11,
20170215,02시-04시,,,,,,,1,,,,,,,,,1,,,,,,,1,,,3,
20170215,04시-06시,,,,,,,,,,,1,1,,,,,,,1,,1,,,1,,5,
20170215,06시-08시,,,,,1,,2,,,,1,,1,,,3,,1,,1,,,,,,10,
20170215,08시-10시,,,,,1,,,,,1,1,2,2,1,,2,,1,,,1,,1,,,13,
20170215,10시-12시,2,,,,,1,,,,1,1,,,,,1,,,1,,,,,,,7,
20170215,12시-14시,,,,1,1,,,,,3,,,,1,,1,,,,,1,,1,,,9,
20170215,14시-16시,,,,,,1,1,,,,,,,,1,1,,,1,,,,,,,5,
20170215,16시-18시,,,1,,,1,,,,1,,1,,,,1,,,,,,,,,,5,
20170215,18시-20시,,1,2,,2,,,,,,1,,,,,1,,3,1,1,1,,1,,,14,
20170215,20시-22시,,,1,,,,,1,,,,1,1,,,3,,1,,,1,1,,,,10,
20170215,22시-24시,,,,,1,,1,,,,,,2,,,2,,,1,,,,,,1,8,
20170216,00시-02시,1,,,,,,,1,,,,,1,1,,,,,,,1,,1,1,1,8,
20170216,02시-04시,,,,,,,,,,,,1,,1,,,,,,,,,,,1,3,
20170216,04시-06시,,,,,1,,,,,,,,1,,,1,,,,,,1,,,,4,
20170216,06시-08시,,,,,,,,,,,,,,,,,,1,,,,,,,,1,
20170216,08시-10시,,,,,,,,1,,1,,,,,,3,,,1,1,3,,,,,10,
20170216,10시-12시,1,,1,,,1,,,,,,,,1,1,1,,,1,,,,,,1,8,
20170216,12시-14시,,,,1,1,1,1,,,,,,,,,,,,1,,,,,1,,6,
20170216,14시-16시,,,,,,1,,1,1,1,,,1,,,2,1,1,,,,,,,,9,
20170216,16시-18시,,,,1,1,,,2,,,,,,1,,1,1,1,1,,,,,1,,10,
20170216,18시-20시,,1,1,2,,,,,,1,,,3,,,2,,2,,1,,,,,,13,
20170216,20시-22시,,1,,,,,,,,,1,,1,,,1,,,,,1,,1,1,,7,
20170216,22시-24시,,,,,1,1,1,2,,1,,1,1,1,1,2,,1,,,1,1,1,,,16,
20170217,00시-02시,,,,1,,,,,,3,,2,,,,2,,2,,1,1,,,,,12,
