,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서울시 구별 일별 시간대별 교통사고 건수(2017년~2018년),,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
발생일,발생지_구,종로구,중구,용산구,성동구,동대문구,성북구,도봉구,은평구,서대문구,마포구,강서구,구로구,영등포구,동작구,관악구,강남구,강동구,송파구,서초구,양천구,중랑구,노원구,광진구,강북구,금천구,합계:,
,발생시간_분류,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,
20180526,20시-22시,,,,,,,,,,1,1,1,1,,,,,1,,1,1,1,1,,,9,
20180526,22시-24시,1,,1,,,1,,,,,,,1,,1,,,3,1,,2,,,,,11,
20180527,00시-02시,,,,,1,,,,,,,,,,1,1,,,,,1,,1,1,1,7,
20180527,02시-04시,,1,1,,,,,,1,,,,1,,,1,,1,1,1,,,,1,,9,
20180527,04시-06시,,,1,,,,,,,,,,,,,,,,,,1,,,,,2,
20180527,06시-08시,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
20180527,08시-10시,,1,,,2,1,,,,,,1,,,,,,1,,,,,,,,6,
20180527,10시-12시,,,1,1,1,,,,,1,1,,,,1,,1,,1,,,1,,,,9,
20180527,12시-14시,,,,,,,,1,,2,,1,,1,,2,,,1,,,1,,,,9,
20180527,14시-16시,,,1,,1,,1,,,1,,,1,,,2,,,,,,,,,,7,
20180527,16시-18시,,1,,,,,,1,,,,,,1,,,,1,2,,,,,,,6,
20180527,18시-20시,,,,,,1,,1,,1,1,,,,1,1,,,,,,,,1,,7,
20180527,20시-22시,1,,,,,1,,1,,1,,,,1,,,1,,,,,,,,,6,
20180527,22시-24시,,,1,,,,,1,,1,,,,2,,1,,,,,3,,,1,,10,
20180528,00시-02시,,,,,1,,,,,1,,,,,,1,,,,,,,,1,,4,
20180528,02시-04시,,,,,,,,,,,,,1,,,,1,1,1,,1,,,,,5,
20180528,04시-06시,,,,,,2,,1,,,,,,,,,,,1,,,,,,,4,
20180528,06시-08시,2,,1,,,,,,,,,,,,,,1,,,1,,,,,,5,
20180528,08시-10시,,1,,,,,,,,,1,,1,,,1,1,2,,1,,,,1,,9,
20180528,10시-12시,,,1,1,1,,,,,,,1,1,,,,2,1,,,1,,,,1,10,
20180528,12시-14시,,1,1,3,1,1,,1,,1,1,1,,,,1,,,,,,,,,,12,
20180528,14시-16시,,,,,,,1,,1,,,,,,1,2,,,,2,,,,,,7,
20180528,16시-18시,1,,,1,,,1,1,,,,,,,1,,2,,,1,2,,,,,10,
20180528,18시-20시,,,,1,,2,,,,,,,,,,,,1,1,,,,,,,5,
20180528,20시-22시,,,,1,1,,,,1,,1,,1,,1,1,,,1,,1,,1,,,10,
20180528,22시-24시,,,,1,,,,,,,,1,1,,,1,1,,,,2,1,,1,,9,
20180529,00시-02시,1,,,,,,,,,,,,2,,,2,,,,1,,,,,,6,
20180529,02시-04시,,,,,,,,,,,,,,,,1,,,,,,,,,,1,
20180529,04시-06시,,,,,,,,,,1,,,,,1,,,,1,,,1,,,,4,
20180529,06시-08시,,,1,,1,,,,,,,1,,,,,1,1,,,,2,1,,,8,
20180529,08시-10시,2,,,,,,,,,,2,,3,1,,,,2,,,,3,,,,13,
20180529,10시-12시,,2,,,1,,,1,,,,1,,,,2,1,,2,,,1,,,,11,
20180529,12시-14시,2,,,,1,,,1,,1,,,1,1,1,1,1,,,,1,1,1,3,,16,
20180529,14시-16시,,,2,,2,,,,,,,1,1,,,1,,1,1,,1,,,,,10,
20180529,16시-18시,,,,,,,1,,1,,1,1,1,3,,1,,1,2,,,3,1,3,,19,
20180529,18시-20시,,1,,1,,,,,,1,,2,,1,,2,1,2,2,1,,,,1,1,16,
20180529,20시-22시,1,,,,,1,1,1,,,,,,,,1,,1,,1,,1,,,,8,
20180529,22시-24시,1,,1,,,,,,,1,,,3,,,1,,3,,,,,1,2,1,14,
20180530,00시-02시,,,,1,,1,,,,,1,2,,,,1,,2,,,,1,,,,9,
20180530,02시-04시,,1,,,,,,,,,,1,,,,1,,,,,,,,,,3,
20180530,04시-06시,,1,,,,1,,,,,,1,,,1,,1,,,,2,,,,,7,
20180530,06시-08시,,1,1,,,,,,,,,1,,,,1,,1,1,,,,,,,6,
20180530,08시-10시,1,,,,2,,,,1,,,,2,,1,2,,,,1,,,,2,,12,
20180530,10시-12시,,,,,,,,,,,,,,,,3,,2,,,2,2,,1,,10,
20180530,12시-14시,1,,,,1,,,,,,,,1,1,1,1,,,1,,1,,,,,8,
20180530,14시-16시,,,1,1,,,,,,2,,1,1,1,,4,,3,1,1,2,,,,,18,
20180530,16시-18시,1,,1,,2,,,,2,,1,,,,,2,,1,,1,,,,,,11,
20180530,18시-20시,,1,1,,1,1,,,,,1,,,,,,,2,1,,1,,,,,9,
20180530,20시-22시,1,,,,,1,,,,,1,,2,1,,,,,2,1,,,,,,9,
20180530,22시-24시,,,,1,,,,,,2,,,,,,1,,2,1,1,1,1,,1,,11,
20180531,00시-02시,,,1,,,1,,,,,,,,,1,1,,1,,,,,,,,5,
20180531,02시-04시,,1,,,,,,,,1,,,,,1,1,1,,,,,,,,,5,
20180531,04시-06시,1,,,,1,,,,,,,,,,1,1,,,,,,,,,,4,
20180531,06시-08시,,,1,,,,,,1,2,1,,,,1,,,1,1,1,1,1,,,1,12,
20180531,08시-10시,,,,,2,1,1,,1,,,2,,2,1,1,,1,2,,2,1,,,1,18,
20180531,10시-12시,,,,1,,1,1,,,,,1,1,,,,,,1,,,,,,1,7,
20180531,12시-14시,,,,1,1,,,,,,2,,2,2,,2,,3,,1,1,,1,,,16,
20180531,14시-16시,1,,1,,,1,,,,,,,1,,,,,1,1,,1,,1,,,8,
20180531,16시-18시,,1,1,,1,2,,,,,,,2,2,,1,1,1,2,,3,,1,,,18,
20180531,18시-20시,1,1,,1,,1,,,,,1,1,,1,,1,,2,,1,,,1,,,12,
20180531,20시-22시,,2,1,,1,,,,,2,2,,,,1,1,2,,1,1,2,,,,,16,
20180531,22시-24시,1,3,4,,1,,,,,,2,1,1,1,,1,,,1,,,2,,,,18,
20180601,00시-02시,1,,,,,,,,,1,,1,,,1,1,,2,,,,,,,,7,
20180601,02시-04시,,,,,,,,1,1,,,,,,,,,3,,,,1,,,,6,
20180601,04시-06시,,,1,1,,,,,,,,,1,,1,1,,,,,,,,,,5,
20180601,06시-08시,,,,,1,,,,,,,1,1,,,2,,1,,,,,,,1,7,
20180601,08시-10시,,,,,,2,1,1,,1,,,2,1,,4,,1,1,,,,,,,14,
20180601,10시-12시,,,1,,1,,1,,,,,,,,1,2,,,1,,,,,,,7,
20180601,12시-14시,,,,,,1,,,,,1,1,,,,3,1,,,,1,1,1,,,10,
20180601,14시-16시,,,1,,,,,,1,,,1,,,,,,3,1,2,1,,,,,10,
20180601,16시-18시,2,1,,,2,,,2,,2,,,1,1,,1,,,1,,1,,,,1,15,
20180601,18시-20시,,1,,1,1,,3,2,,1,,1,,,1,1,1,1,1,,,,,,,15,
20180601,20시-22시,1,,,1,,2,1,,,1,1,,,,,2,1,,,3,,,1,,,14,
20180601,22시-24시,,,,2,1,1,,,,1,1,,1,1,,1,,2,,1,1,,,2,,15,
20180602,00시-02시,,1,,,1,2,,,,,,,1,3,1,,,,,,,,,,,9,
20180602,02시-04시,1,,,,1,,,,,,,1,,1,,1,,,,,,,,,,5,
20180602,04시-06시,,,,,,,,,,,,1,,,,1,,1,,,,,,,,3,
20180602,06시-08시,,,,,,,,,,,1,,,,,1,1,,,,,,,,,3,
20180602,08시-10시,,,,,1,2,,1,,,,,,,,2,,1,,1,1,,2,,,11,
20180602,10시-12시,,,,,1,,,,,1,1,,1,,,,1,2,,1,2,1,,1,1,13,
20180602,12시-14시,,2,,,1,,1,,,,,,1,2,,1,,1,2,2,,1,,1,,15,
20180602,14시-16시,,1,1,1,,1,,1,,1,,2,3,2,,1,1,1,,,,,,1,,17,
20180602,16시-18시,,,,,,,2,,2,,,1,,,1,,1,1,1,1,2,1,,,,13,
20180602,18시-20시,,,,1,,,,1,1,,,1,1,,,1,,,,1,1,,2,,1,11,
20180602,20시-22시,2,,,,1,,,,,,1,,1,,,,1,1,2,2,,1,2,,,14,
20180602,22시-24시,1,,,1,,,,,1,1,1,,1,1,,,,,,,1,2,,,1,11,
20180603,00시-02시,,,,,,,,,,,,1,,,1,,,,,,,1,,,,3,
20180603,02시-04시,,,1,,,,,,,,,1,,,,,,,,1,,,1,,,4,
20180603,04시-06시,,,,,,,,1,,1,,,1,1,,,1,,1,,,,,,,6,
20180603,06시-08시,,,1,1,,,,1,1,,,,,1,1,1,,1,,,1,,,,,9,
20180603,08시-10시,,,1,,,,,,1,,,,,,,2,,,1,,1,,,,,6,
20180603,10시-12시,1,1,,,,,,,,,,,1,1,,1,,1,,1,1,1,1,1,,11,
20180603,12시-14시,1,,,,,1,,,,1,,,1,,,1,,1,1,,,,1,1,,9,
20180603,14시-16시,1,,,,1,1,,,,,,,,,,2,1,1,2,1,,,1,1,,12,
20180603,16시-18시,,,,,,,1,,,,1,,1,,,,,2,2,,,,,,,7,
20180603,18시-20시,,,1,,2,,,,1,,,,1,1,,,1,1,,,,,,,,8,
20180603,20시-22시,,1,,,1,,,,,1,,,,,,,,2,,,1,,,,1,7,
20180603,22시-24시,,1,,,1,,,,1,,,,1,,,,,,,,,,1,,,5,
20180604,00시-02시,,,,,1,,,,,,,,,,,1,,,1,,,,1,,,4,
20180604,02시-04시,,,,,,,,,,,1,,,,,,1,,,,,,,,,2,
20180604,04시-06시,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,4,
20180604,06시-08시,1,,,,1,,,,,,,,1,1,,1,1,2,2,1,,,1,,,12,
20180604,08시-10시,,,,,,1,1,,,1,,1,1,1,,2,1,1,2,1,1,,1,1,,16,
20180604,10시-12시,,,,,,,,1,,,1,2,,1,1,,1,2,2,,,,,1,,12,
20180604,12시-14시,,1,,,1,1,,,,2,,,2,1,1,2,,,2,,,,,1,,14,
20180604,14시-16시,,,1,,,,1,,,,1,,,,,1,,,1,,,,,,,5,
20180604,16시-18시,,1,,,1,1,,,1,3,1,,1,,,,1,1,,,,,,,1,12,
20180604,18시-20시,,3,,,2,,1,,,2,,,2,,,,1,1,2,,,,,,,14,
20180604,20시-22시,,,,1,1,1,,,,1,,,1,,,1,,,1,,,,,,,7,
20180604,22시-24시,1,,1,,,,,,,,,,,1,2,,,1,2,1,1,,,1,1,12,
20180605,00시-02시,1,1,1,,1,,,,1,,,1,,,,,,,1,1,,1,,,,9,
20180605,02시-04시,,,,,,,,,1,,,,,,,1,,,,,,,,,,2,
20180605,04시-06시,,,,,,,,,,1,,,,,,,,,,,1,,1,,,3,
20180605,06시-08시,1,1,1,,,,,1,1,,,,1,,,,1,2,,1,1,3,,,,14,
20180605,08시-10시,,1,,,1,,,1,,,1,2,1,2,,2,,,2,,1,,1,2,,17,
20180605,10시-12시,,,,1,,,,,,,,,1,,,,,2,,1,,,1,1,,7,
20180605,12시-14시,,,1,,,,,,,2,,1,1,,,1,1,,1,,,1,,,,9,
20180605,14시-16시,2,,,,1,,,1,1,,1,,1,,1,4,,,,,,,1,1,,14,
20180605,16시-18시,1,1,1,1,1,,,,,,,,2,,,1,1,,,,,,,,,9,
20180605,18시-20시,2,,,1,,1,,,,3,,1,,2,,,,,2,,,,1,,,13,
20180605,20시-22시,,,,,3,,2,1,,,,,,,,1,,,1,,1,,4,,,13,
20180605,22시-24시,1,,,,,1,,,,,,,4,1,,2,,1,1,,,,,,,11,
20180606,00시-02시,,,,1,,,,,,2,2,1,1,,,4,,1,,,,,1,,,13,
20180606,02시-04시,,,1,,,,,1,,,1,,3,1,,1,,,,,,,,,,8,
20180606,04시-06시,,,,,1,,,,,,,1,,1,,1,,,,,,,,,,4,
20180606,06시-08시,,,,,,,,,,,3,,1,,,1,1,1,,,,1,,,,8,
20180606,08시-10시,1,,,,,,1,1,,,,,1,,,,,,,,,,,1,,5,
20180606,10시-12시,,,1,,1,1,1,,,1,,1,,,,,,,,1,,1,,,,8,
20180606,12시-14시,,1,,,,,,1,,,,1,,1,,1,,,,1,2,,,,1,9,
20180606,14시-16시,1,1,1,,,3,,,1,1,,,1,,,1,1,1,1,,,1,,1,,15,
20180606,16시-18시,,,1,1,,1,,,,,1,1,,1,,1,1,1,,1,,,,,,10,
20180606,18시-20시,,1,,,2,1,,,,,,,1,1,1,,,1,,3,1,,1,,,13,
20180606,20시-22시,,,,,1,,,,,,,,,1,,1,,1,,,1,1,1,,1,8,
20180606,22시-24시,,,,,,,,,,1,,,2,1,,,,,,1,1,,,,1,7,
20180607,00시-02시,1,,,,,1,,,,,,,,,,1,,,,,,,,,,3,
20180607,02시-04시,,,,1,,,,,,,,,,,,,,,2,,,,,,,3,
20180607,04시-06시,,,,,,,,2,,,,1,,,,1,,1,,,,,,,,5,
20180607,06시-08시,,,,1,,1,1,,,,,,,1,,1,,1,2,,,,,,,8,
20180607,08시-10시,,,,,,,,,,,,1,2,,,,1,1,1,1,1,,,1,1,10,
20180607,10시-12시,,,,1,,,,,1,,2,,,,,,2,,,1,,1,,,1,9,
20180607,12시-14시,,1,,1,1,,,,1,,1,,,,,2,,,1,,1,,,,,9,
20180607,14시-16시,,1,,,,,,,1,1,,1,1,,,1,,,,,,2,1,,,9,
20180607,16시-18시,1,1,,,1,,1,,,,1,1,2,1,,1,1,1,,1,,1,,,1,15,
20180607,18시-20시,,1,,,,,,1,,1,1,1,,,,3,,,1,,1,1,1,,1,13,
20180607,20시-22시,,1,1,,,,,,,1,,,,1,,2,,,,,1,,,1,,8,
20180607,22시-24시,1,,,,,,,,1,,1,,1,,,,,,,,,,,,,4,
20180608,00시-02시,,1,,1,,,,,,,,,1,1,,2,1,,,,,,,,,7,
20180608,02시-04시,,,,,,,,1,,,,,1,,,,,,,,,,,,,2,
20180608,04시-06시,,,,1,1,,,,,,,1,,,,1,,1,,,1,1,,,,7,
20180608,06시-08시,,,,,,,,1,1,,,1,,,,,,1,1,,,,,,1,6,
20180608,08시-10시,,,,,,,,1,,1,2,1,1,,,1,,,,,,,2,,,9,
20180608,10시-12시,,2,,,1,,1,,,,,,1,,,2,,1,,,,,,1,,9,
20180608,12시-14시,,,,,,,,,,1,1,,,1,,3,,,1,,1,,,,,8,
20180608,14시-16시,1,1,,,,1,,,1,1,2,1,,,1,4,,4,1,1,,,,,,19,
20180608,16시-18시,1,1,,2,,2,,,,,1,1,1,1,,2,1,1,2,1,,2,1,1,,21,
20180608,18시-20시,,,,1,1,,1,,,,1,,,,,1,,2,1,,1,,1,1,,11,
20180608,20시-22시,,,2,,1,1,,,1,,,,,,,1,,1,,1,1,,,1,,10,
20180608,22시-24시,1,,,,,,,,1,,,1,2,1,1,,,2,,,2,1,,,,12,
20180609,00시-02시,,,1,,1,,,,1,,,,1,,2,4,,,,2,,1,,,,13,
20180609,02시-04시,,,,1,,,,,,,,,,,,,,,,1,,1,,,,3,
20180609,04시-06시,,1,1,1,1,1,,,,,1,1,1,,,1,,2,1,,1,,,,,13,
20180609,06시-08시,1,,,,,,,,,,,,,,,,,1,,,,,1,,,3,
20180609,08시-10시,,,1,,,,1,,1,,1,1,,,3,,,1,,,2,,,,,11,
20180609,10시-12시,,,1,,2,,,1,2,1,1,1,,,1,1,1,1,,,,,,,,13,
20180609,12시-14시,1,2,2,,1,,,1,1,,,,1,,3,2,,2,1,,1,,,,,18,
20180609,14시-16시,1,,,,,1,1,,,,,,,,,1,,,,,,1,1,,,6,
20180609,16시-18시,,,,,,,,,2,,,,,,,2,,1,1,,2,,1,,,9,
20180609,18시-20시,,,,,,,,,1,1,2,,2,,1,,,,,,1,,,,,8,
20180609,20시-22시,,,,,,1,,1,,,2,1,4,,2,1,1,,,,,1,,1,2,17,
20180609,22시-24시,,1,1,,,1,,,1,3,,,2,,,,2,1,1,1,,,2,,,16,
20180610,00시-02시,,,,,,,,,,,,,,,,1,1,1,1,,1,,3,1,,9,
20180610,02시-04시,,,,,,1,,,,,,,1,,,,,,,,,,,1,,3,
20180610,04시-06시,1,,,,,,,,,,,,,,1,,,,,,,,,,,2,
20180610,06시-08시,,,,,,,,,,,,,,,1,3,,1,,,,,,1,,6,
20180610,08시-10시,,1,,,,1,,1,,1,,2,,,,,,,,1,,,,,,7,
20180610,10시-12시,,,,1,1,1,,,,,,,,,,,,,,,,1,,,,4,
20180610,12시-14시,1,,,,1,,,1,,1,,,2,,1,,,,,,,,1,1,,9,
20180610,14시-16시,,,,,1,1,,,1,,,2,,,,1,1,1,,,,,1,,,9,
20180610,16시-18시,,,,1,1,,,,,,1,,1,,,2,,1,,1,1,2,,,,11,
20180610,18시-20시,,,1,2,1,,,,,,,,1,,1,1,,1,1,1,1,,,,,11,
20180610,20시-22시,2,,,1,1,,,1,,,,,,,1,1,1,2,2,,1,1,,,,14,
20180610,22시-24시,,1,,,,1,,,,1,,1,,,,1,,1,1,,1,,1,,,9,
20180611,00시-02시,1,,,,,,,,,,,,,,,1,,,,,1,,,,,3,
20180611,04시-06시,,,,,,,,,,,,,,,1,,,,,,,,,,,1,
20180611,06시-08시,,,,,2,,1,,,1,,,,,1,1,,,1,,,,,,,7,
20180611,08시-10시,2,1,1,,,,1,,1,,2,2,,,,1,,1,3,1,1,1,,1,,19,
20180611,10시-12시,2,,1,,,,,,,1,,1,,,,,,1,1,1,,,1,1,,10,
20180611,12시-14시,,1,2,,,,,,,,1,,2,1,,,,,,,,2,1,,,10,
20180611,14시-16시,1,,,1,,,,,,,,2,,1,,,,2,,,,,,,,7,
20180611,16시-18시,,,,,2,2,1,,1,,1,,,1,,1,,1,1,,2,1,,,,14,
20180611,18시-20시,,,,,2,,,,,1,,,1,,,1,,,1,1,,,,1,,8,
20180611,20시-22시,,,1,,,1,1,,1,,,,2,,,,1,2,1,,,,,,,10,
20180611,22시-24시,,1,,1,2,,,,1,,2,,2,1,1,1,1,,1,1,,,1,,1,17,
20180612,00시-02시,,1,,1,,1,,,,1,,,,1,,,,,2,,,,,,,7,
20180612,02시-04시,,,,,,,,,,,1,,1,,,,1,,,,,,,,,3,
20180612,04시-06시,1,,,,,,,,,1,,,,,,,,,,,,,,,,2,
20180612,06시-08시,,,,,,,,1,,2,1,,,,,,,,,1,,,,,,5,
20180612,08시-10시,,1,,,,,1,,1,,,,3,,1,2,,1,,1,,,1,,,12,
20180612,10시-12시,1,,1,,1,,,,,,1,,,,,2,,,,1,1,1,,1,,10,
20180612,12시-14시,1,,,1,,,,,,,,,2,,1,,1,2,1,,,1,,,,10,
20180612,14시-16시,,2,,,,,,2,1,1,,1,,,1,,,1,1,,1,1,,,,12,
20180612,16시-18시,1,,2,,,1,2,,1,1,1,,1,1,,,,,,1,,2,,,1,15,
20180612,18시-20시,,,,,,,,1,,,,1,,1,,,1,1,2,,,2,1,1,1,12,
20180612,20시-22시,1,,1,1,1,,1,,,,,,1,,1,,,,,1,,,,,,8,
20180612,22시-24시,2,,1,,,1,1,,,1,,2,,,,2,,,,,,1,,,,11,
20180613,00시-02시,,,,,,,,,,3,,,,,,1,,,,,,3,,,,7,
20180613,02시-04시,,,,,,1,,,,,,,,,,1,,,,,2,1,,,,5,
20180613,04시-06시,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
20180613,06시-08시,,,2,,1,,,,,,,,1,,,2,,,1,,,1,,,2,10,
20180613,08시-10시,,,,,,,,,,,,,1,,,,,1,,,1,,,1,1,5,
20180613,10시-12시,,,,1,1,,,,1,,,,1,,,1,,,,1,,1,,,,7,
20180613,12시-14시,,,,1,2,,,,,,,,,,1,,,2,,,,1,1,,,8,
20180613,14시-16시,,,1,1,,1,1,,,,,1,1,,1,,1,2,,,,1,,2,,13,
20180613,16시-18시,,,1,,,,,,,1,1,1,,1,1,,,,,1,1,1,,,,9,
20180613,18시-20시,,,,,,,,,,1,,1,2,,,1,1,1,,,,1,,,1,9,
20180613,20시-22시,,,,,,,,,,,1,,,,,,,1,,,1,,1,1,,5,
20180613,22시-24시,,,,,,,,,,,,1,,1,1,1,,,,,,,,,,4,
20180614,00시-02시,,,,,,,,,,,,,,1,,,,,,,,,,,1,2,
20180614,02시-04시,1,,,,,,,,,,,,,,,,,,,2,1,,,,,4,
20180614,04시-06시,,,,,,,,,,,1,1,,,,,,,,1,,,1,,,4,
20180614,06시-08시,1,,,,2,1,,,,,,,,,1,1,1,,,1,1,,,,,9,
20180614,08시-10시,,,1,,1,1,1,,,2,1,,3,,,3,1,,,,,1,,1,,16,
20180614,10시-12시,,,,2,,,,,,,,,1,3,,,,,2,,,,2,,,10,
20180614,12시-14시,,,,,,1,,1,,,,1,1,,1,1,,,,,1,,,,,7,
20180614,14시-16시,,2,,,1,1,,1,1,1,1,,,,,,,1,2,,,2,1,1,,15,
20180614,16시-18시,1,1,,,1,1,,,1,,,,1,,,1,1,1,1,,,,,1,,11,
20180614,18시-20시,,,,,1,,1,,,,1,,1,,1,2,1,,,,1,,1,,1,11,
20180614,20시-22시,,,,2,,,,,,1,,,,,,,,3,1,,,,,,1,8,
20180614,22시-24시,,,,,,,1,,1,,,2,1,1,1,,2,,2,,1,,1,,,13,
20180615,00시-02시,,,,,,,,,,,,,,,,,1,1,1,,,,,,,3,
20180615,02시-04시,,,,,,,,,,1,,,,,,,1,,,,,1,,,,3,
20180615,04시-06시,1,1,,,,,1,,,1,,,1,,,,,,,1,,1,,,,7,
20180615,06시-08시,,,1,,,,,,,,,,2,1,,,,,,,,,,,,4,
20180615,08시-10시,1,,1,1,,,1,,,1,1,,,1,1,1,,2,,,,2,,,,13,
20180615,10시-12시,,1,,,,1,,,1,1,,,,,,,1,,2,,,1,,,,8,
20180615,12시-14시,,2,,,1,,,,,1,,,1,,,2,,3,,,,,,1,1,12,
20180615,14시-16시,,,1,,,,2,1,,1,1,1,,2,1,3,2,2,4,1,,,,,1,23,
20180615,16시-18시,,1,,,2,,1,3,,,,,,1,1,1,,3,1,1,1,1,1,1,,19,
20180615,18시-20시,,,2,1,1,,,2,,,,,1,,,1,1,,2,,,2,,,,13,
20180615,20시-22시,,,,,,,,,1,,,1,,,,,,2,,,,2,,,,6,
20180615,22시-24시,1,,1,1,1,,,,1,,,,,1,,1,,1,2,2,,,1,1,,14,
20180616,00시-02시,,,,,,,,,,1,,,,,,,1,2,,,,,1,,,5,
20180616,02시-04시,,1,,1,,,,,,,,,2,,,,1,2,,,,,,1,,8,
20180616,04시-06시,,,1,1,,,1,,,,,,,,,2,1,,,,1,,,,,7,
20180616,06시-08시,,,,,,,,2,1,1,1,,,,,1,,1,,,,,,,,7,
20180616,08시-10시,,,,,,,,,,,2,,,1,,1,1,1,,,,1,,1,,8,
20180616,10시-12시,2,1,,,3,1,,,,,,,,1,,1,,1,,,,,1,,,11,
20180616,12시-14시,1,,,1,,,,,,,,,2,,1,1,,,1,,,2,,1,,10,
20180616,14시-16시,,1,,1,2,,,1,1,1,,,1,,,,2,2,,1,,1,1,1,,16,
20180616,16시-18시,,,,,,,,,,1,1,1,,2,1,1,1,1,2,,,,1,2,,14,
20180616,18시-20시,,1,,1,,,,2,,,,,2,,1,1,1,,,1,,,,1,,11,
20180616,20시-22시,1,,,,,,1,1,,,,,,,,1,,3,,1,2,,,,1,11,
20180616,22시-24시,,1,,,,,,,1,,1,,1,,,1,,,,,,,,1,,6,
20180617,00시-02시,,,,,,1,,,,,,,1,,,3,,,,,,,,1,,6,
20180617,02시-04시,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,5,
20180617,04시-06시,,,,,,,,,,,,,,,,1,,,,,,1,,,,2,
20180617,06시-08시,,,2,,,,,,1,,,,1,,,,,,,,,1,,,,5,
20180617,08시-10시,1,,1,,,,,,,,,,,1,,,,,,,,,,,,3,
20180617,10시-12시,,,,1,,1,,1,,1,1,,1,,,,,,1,,,,,,,7,
20180617,12시-14시,,,,,1,,,,,,,,,,1,2,,,,1,,,,,,5,
20180617,14시-16시,,,,,,,,1,,,2,,,,,,,1,2,,1,,,1,,8,
20180617,16시-18시,,,,,1,,,,,,,,,,1,1,,,,1,,,,,,4,
20180617,18시-20시,,,1,,,,,1,,1,,,,,,,,1,1,,,,,,,5,
20180617,20시-22시,,,,,1,,,,,,1,,1,,,,1,,1,2,,,,,,7,
20180617,22시-24시,,,,,,,,,,,,,1,2,,1,,1,,2,,,,1,,8,
20180618,00시-02시,,,,,,,,,,,,,,1,,,,,,,,,,,,1,
20180618,02시-04시,,,,,,,1,,,,,,,,,,,,,,,,,,,1,
20180618,04시-06시,,,,,1,,,,,,,,,,1,,1,,,,,,,,,3,
20180618,06시-08시,,2,,,,,,,,,,,1,1,,,1,,1,1,,,1,,,8,
20180618,08시-10시,,1,,1,1,1,,1,,1,,2,1,,,2,,,,2,2,,1,,,16,
20180618,10시-12시,,,,,3,,,,,1,,,1,,1,2,1,1,1,1,,,1,1,,14,
20180618,12시-14시,1,1,,,1,1,,,,,,,,,,1,,,1,,,,,,,6,
20180618,14시-16시,,,,,,,,,1,,,,,,,4,,,,,,,,,,5,
20180618,16시-18시,,,,1,,,,,1,,1,,2,,1,,2,,1,,,1,,,,10,
20180618,18시-20시,1,,1,1,2,,2,,1,,,1,2,,,1,1,1,,,3,,,1,1,19,
20180618,20시-22시,1,1,,,,1,,,,,,,,1,,2,2,,1,1,,1,1,,,12,
20180618,22시-24시,,,1,,,1,1,,,,,,1,1,1,1,,1,,1,1,,1,1,,12,
20180619,00시-02시,,,,,,,,,,,1,,1,,,,,,1,,,,,1,,4,
20180619,02시-04시,,,,,,,1,,,,,,,,,,,2,,,,,,,,3,
20180619,04시-06시,,,,,,1,,,,1,,,,,,,,,1,,,,1,1,,5,
20180619,06시-08시,,,1,,,,,,,,,,,,,,,,,,,1,1,,,3,
20180619,08시-10시,,2,1,,1,1,,,,,1,,1,1,,2,1,2,,,,,,1,,14,
20180619,10시-12시,,,,,,,2,2,,1,,,,1,,2,2,,1,,1,1,,,,13,
20180619,12시-14시,,,,,,,,,1,,,,,2,,4,1,2,,1,,,,,,11,
20180619,14시-16시,,,,,,1,,,,,,1,,1,1,,,,,,,,,,,4,
20180619,16시-18시,,3,,,,,,,,3,,1,2,1,,1,1,1,,2,1,1,,2,,19,
20180619,18시-20시,,,,1,1,1,1,1,,,2,1,,,,2,,,1,,,1,,,1,13,
20180619,20시-22시,,,,,1,,,,,,,1,2,,1,1,,2,,,,2,1,,,11,
20180619,22시-24시,,,,,1,,,,,,,,2,,,1,,1,,,,1,,,,6,
20180620,00시-02시,,,,,,,,1,2,1,,,,,1,,,1,,,1,2,1,,,10,
20180620,02시-04시,,1,1,,,,,1,,,,,1,,,,,,1,,,,,,,5,
20180620,04시-06시,,1,,,,,,,,,,,,,,,2,,1,,,,,2,,6,
20180620,06시-08시,,,,,,,,,,1,1,,,,,,,,,,,1,,1,,4,
20180620,08시-10시,,,,,,,,,1,1,2,,1,,,,1,2,,1,,1,,,,10,
20180620,10시-12시,,2,,,,,,,,,,,,,,1,,1,,,,,,,,4,
20180620,12시-14시,,,1,1,1,1,,,,,1,,1,1,,1,,,,,1,,,,,9,
20180620,14시-16시,,,,,,1,,,,,1,,,1,,1,,3,1,,1,,,,2,11,
20180620,16시-18시,,,2,,1,1,,,,2,,,1,,,1,1,1,,1,,,,1,,12,
20180620,18시-20시,,,2,1,1,,,,1,1,1,,1,1,1,,1,1,,2,2,,,,,16,
20180620,20시-22시,,,,,,1,,1,,,,,,,,1,,,,,,,,,,3,
